al,pin,pina,pinb,pinl,pinm,auxin_w,y_dist_from_roottip,centroid
1,0.375,0.5,0.0,0.5,0.5,10,11.75,"(63.5, 22.75)"
1,0.375,0.5,0.0,0.5,0.5,10,11.75,"(78.5, 22.75)"
1,0.375,0.5,0.0,0.5,0.5,10,18.75,"(49.75, 29.75)"
1,0.375,0.5,0.0,0.5,0.5,10,18.75,"(92.25, 29.75)"
1,0.625,1.5,0.0,0.5,0.5,10,35.0,"(38.25, 46.0)"
1,0.625,1.5,0.0,0.5,0.5,10,35.0,"(103.75, 46.0)"
1,0.8125,0.75,1.0,0.75,0.75,15,30.25,"(65.25, 41.25)"
1,0.8125,0.75,1.0,0.75,0.75,15,30.25,"(76.75, 41.25)"
1,0.8125,0.75,1.0,0.75,0.75,15,33.5,"(54.25, 44.5)"
1,0.8125,0.75,1.0,0.75,0.75,15,33.5,"(87.75, 44.5)"
1,0.4,1.5,0.0,0.05,0.05,10,43.0,"(43.5, 54.0)"
1,0.4,1.5,0.0,0.05,0.05,10,43.0,"(98.5, 54.0)"
1,0.8125,0.75,1.0,0.75,0.75,15,45.0,"(57.75, 56.0)"
1,0.8125,0.75,1.0,0.75,0.75,15,43.5,"(66.75, 54.5)"
1,0.8125,0.75,1.0,0.75,0.75,15,43.5,"(75.25, 54.5)"
1,0.8125,0.75,1.0,0.75,0.75,15,45.0,"(84.25, 56.0)"
1,0.4,1.5,0.0,0.05,0.05,10,53.0,"(30.5, 64.0)"
1,0.4,1.5,0.0,0.05,0.05,10,49.5,"(47.25, 60.5)"
1,0.4,1.5,0.0,0.05,0.05,10,49.5,"(94.75, 60.5)"
1,0.4,1.5,0.0,0.05,0.05,10,53.0,"(111.5, 64.0)"
1,0.4,1.5,0.0,0.05,0.05,10,58.0,"(37.0, 69.0)"
1,0.8125,0.75,1.0,0.75,0.75,15,52.5,"(60.25, 63.5)"
1,0.8125,0.75,1.0,0.75,0.75,15,52.0,"(67.75, 63.0)"
1,0.8125,0.75,1.0,0.75,0.75,15,52.0,"(74.25, 63.0)"
1,0.8125,0.75,1.0,0.75,0.75,15,52.5,"(81.75, 63.5)"
1,0.4,1.5,0.0,0.05,0.05,10,58.0,"(105.0, 69.0)"
1,0.4,1.5,0.0,0.05,0.05,1,54.5,"(50.0, 65.5)"
1,0.4,1.5,0.0,0.05,0.05,1,54.5,"(92.0, 65.5)"
1,0.675,0.5,0.5,1.0,0.7,1,59.25,"(53.25, 70.25)"
1,0.9375,1.0,1.0,0.75,1.0,15,58.0,"(62.0, 69.0)"
1,0.875,0.75,1.0,0.75,1.0,15,58.0,"(68.25, 69.0)"
1,0.875,0.75,1.0,0.75,1.0,15,58.0,"(73.75, 69.0)"
1,0.9375,1.0,1.0,0.75,1.0,15,58.0,"(80.0, 69.0)"
1,0.675,0.5,0.5,1.0,0.7,1,59.25,"(88.75, 70.25)"
1,0.675,1.0,0.7,0.5,0.5,1,63.25,"(43.5, 74.25)"
1,0.675,1.0,0.7,0.5,0.5,1,63.25,"(98.5, 74.25)"
1,0.8375,3.0,0.0,0.05,0.3,10,67.5,"(27.0, 78.5)"
1,0.8375,3.0,0.0,0.05,0.3,10,67.5,"(115.0, 78.5)"
1,0.625,0.5,1.0,0.5,0.5,1,63.5,"(56.75, 74.5)"
1,0.875,1.0,1.0,0.5,1.0,15,64.5,"(64.25, 75.5)"
1,0.125,0.0,0.5,0.0,0.0,15,64.5,"(68.75, 75.5)"
1,0.125,0.0,0.5,0.0,0.0,15,64.5,"(73.25, 75.5)"
1,0.875,1.0,1.0,0.5,1.0,15,64.5,"(77.75, 75.5)"
1,0.625,0.5,1.0,0.5,0.5,1,63.5,"(85.25, 74.5)"
1,0.5,0.0,1.0,0.5,0.5,1,67.0,"(49.0, 78.0)"
1,0.5,0.0,1.0,0.5,0.5,1,67.0,"(93.0, 78.0)"
1,0.725,0.5,1.0,0.7,0.7,1,66.75,"(59.25, 77.75)"
1,0.725,0.5,1.0,0.7,0.7,1,66.75,"(82.75, 77.75)"
1,0.675,1.0,0.7,0.5,0.5,1,69.5,"(35.0, 80.5)"
1,0.675,1.0,0.7,0.5,0.5,1,69.5,"(107.0, 80.5)"
1,0.725,0.5,1.0,0.7,0.7,1,70.25,"(53.25, 81.25)"
1,0.725,0.5,1.0,0.7,0.7,1,70.25,"(88.75, 81.25)"
1,0.25,0.0,1.0,0.0,0.0,1,71.25,"(43.25, 82.25)"
1,0.6,0.0,1.0,0.7,0.7,1,70.75,"(58.5, 81.75)"
1,0.625,0.0,1.0,0.75,0.75,1,70.5,"(64.25, 81.5)"
1,0.625,0.0,1.0,0.75,0.75,50,70.5,"(69.0, 81.5)"
1,0.625,0.0,1.0,0.75,0.75,50,70.5,"(73.0, 81.5)"
1,0.625,0.0,1.0,0.75,0.75,1,70.5,"(77.75, 81.5)"
1,0.6,0.0,1.0,0.7,0.7,1,70.75,"(83.5, 81.75)"
1,0.25,0.0,1.0,0.0,0.0,1,71.25,"(98.75, 82.25)"
1,0.275,1.0,0.0,0.0,0.1,10,78.0,"(23.5, 89.0)"
1,0.3,1.0,0.0,0.1,0.1,1,75.5,"(31.0, 86.5)"
1,0.3,0.0,1.0,0.1,0.1,1,75.5,"(41.5, 86.5)"
1,0.4625,0.0,1.0,0.35,0.5,1,75.5,"(50.5, 86.5)"
1,0.4625,0.0,1.0,0.35,0.5,1,75.5,"(56.5, 86.5)"
1,0.45,0.0,1.0,0.4,0.4,1,75.5,"(61.0, 86.5)"
1,0.45,0.0,1.0,0.4,0.4,1,75.5,"(65.0, 86.5)"
1,0.45,0.0,1.0,0.4,0.4,1,75.5,"(69.0, 86.5)"
1,0.45,0.0,1.0,0.4,0.4,1,75.5,"(73.0, 86.5)"
1,0.45,0.0,1.0,0.4,0.4,1,75.5,"(77.0, 86.5)"
1,0.45,0.0,1.0,0.4,0.4,1,75.5,"(81.0, 86.5)"
1,0.4625,0.0,1.0,0.35,0.5,1,75.5,"(85.5, 86.5)"
1,0.4625,0.0,1.0,0.35,0.5,1,75.5,"(91.5, 86.5)"
1,0.3,0.0,1.0,0.1,0.1,1,75.5,"(100.5, 86.5)"
1,0.3,1.0,0.0,0.1,0.1,1,75.5,"(111.0, 86.5)"
1,0.275,1.0,0.0,0.0,0.1,10,78.0,"(118.5, 89.0)"
1,0.75,1.0,0.0,1.0,1.0,1,80.5,"(31.0, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(41.5, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(50.5, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(56.5, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(61.0, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(65.0, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(69.0, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(73.0, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(77.0, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(81.0, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(85.5, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(91.5, 91.5)"
1,0.25,0.0,1.0,0.0,0.0,1,80.5,"(100.5, 91.5)"
1,0.75,1.0,0.0,1.0,1.0,1,80.5,"(111.0, 91.5)"
1,0.275,1.0,0.0,0.0,0.1,10,88.0,"(23.5, 99.0)"
1,0.35,1.0,0.0,0.3,0.1,1,85.5,"(31.0, 96.5)"
1,0.275,0.0,1.0,0.0,0.1,1,85.5,"(41.5, 96.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,85.5,"(50.5, 96.5)"
1,0.275,0.0,1.0,0.0,0.1,1,85.5,"(56.5, 96.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,85.5,"(61.0, 96.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,85.5,"(65.0, 96.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,85.5,"(69.0, 96.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,85.5,"(73.0, 96.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,85.5,"(77.0, 96.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,85.5,"(81.0, 96.5)"
1,0.275,0.0,1.0,0.0,0.1,1,85.5,"(85.5, 96.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,85.5,"(91.5, 96.5)"
1,0.275,0.0,1.0,0.0,0.1,1,85.5,"(100.5, 96.5)"
1,0.35,1.0,0.0,0.3,0.1,1,85.5,"(111.0, 96.5)"
1,0.275,1.0,0.0,0.0,0.1,10,88.0,"(118.5, 99.0)"
1,0.75,1.0,0.0,1.0,1.0,1,90.5,"(31.0, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(41.5, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(50.5, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(56.5, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(61.0, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(65.0, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(69.0, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(73.0, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(77.0, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(81.0, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(85.5, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(91.5, 101.5)"
1,0.25,0.0,1.0,0.0,0.0,1,90.5,"(100.5, 101.5)"
1,0.75,1.0,0.0,1.0,1.0,1,90.5,"(111.0, 101.5)"
1,0.275,1.0,0.0,0.0,0.1,10,95.5,"(23.5, 106.5)"
1,0.35,1.0,0.0,0.3,0.1,1,95.5,"(31.0, 106.5)"
1,0.275,0.0,1.0,0.0,0.1,1,95.5,"(41.5, 106.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,95.5,"(50.5, 106.5)"
1,0.275,0.0,1.0,0.0,0.1,1,95.5,"(56.5, 106.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,95.5,"(61.0, 106.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,95.5,"(65.0, 106.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,95.5,"(69.0, 106.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,95.5,"(73.0, 106.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,95.5,"(77.0, 106.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,95.5,"(81.0, 106.5)"
1,0.275,0.0,1.0,0.0,0.1,1,95.5,"(85.5, 106.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,95.5,"(91.5, 106.5)"
1,0.275,0.0,1.0,0.0,0.1,1,95.5,"(100.5, 106.5)"
1,0.35,1.0,0.0,0.3,0.1,1,95.5,"(111.0, 106.5)"
1,0.275,1.0,0.0,0.0,0.1,10,95.5,"(118.5, 106.5)"
1,0.275,1.0,0.0,0.0,0.1,10,103.0,"(23.5, 114.0)"
1,0.75,1.0,0.0,1.0,1.0,1,100.5,"(31.0, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(41.5, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(50.5, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(56.5, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(61.0, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(65.0, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(69.0, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(73.0, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(77.0, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(81.0, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(85.5, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(91.5, 111.5)"
1,0.25,0.0,1.0,0.0,0.0,1,100.5,"(100.5, 111.5)"
1,0.75,1.0,0.0,1.0,1.0,1,100.5,"(111.0, 111.5)"
1,0.275,1.0,0.0,0.0,0.1,10,103.0,"(118.5, 114.0)"
1,0.35,1.0,0.0,0.3,0.1,1,105.5,"(31.0, 116.5)"
1,0.275,0.0,1.0,0.0,0.1,1,105.5,"(41.5, 116.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,105.5,"(50.5, 116.5)"
1,0.275,0.0,1.0,0.0,0.1,1,105.5,"(56.5, 116.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,105.5,"(61.0, 116.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,105.5,"(65.0, 116.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,105.5,"(69.0, 116.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,105.5,"(73.0, 116.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,105.5,"(77.0, 116.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,105.5,"(81.0, 116.5)"
1,0.275,0.0,1.0,0.0,0.1,1,105.5,"(85.5, 116.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,105.5,"(91.5, 116.5)"
1,0.275,0.0,1.0,0.0,0.1,1,105.5,"(100.5, 116.5)"
1,0.35,1.0,0.0,0.3,0.1,1,105.5,"(111.0, 116.5)"
1,0.275,1.0,0.0,0.0,0.1,10,115.5,"(23.5, 126.5)"
1,0.75,1.0,0.0,1.0,1.0,1,110.5,"(31.0, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(41.5, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(50.5, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(56.5, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(61.0, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(65.0, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(69.0, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(73.0, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(77.0, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(81.0, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(85.5, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(91.5, 121.5)"
1,0.25,0.0,1.0,0.0,0.0,1,110.5,"(100.5, 121.5)"
1,0.75,1.0,0.0,1.0,1.0,1,110.5,"(111.0, 121.5)"
1,0.275,1.0,0.0,0.0,0.1,10,115.5,"(118.5, 126.5)"
1,0.35,1.0,0.0,0.3,0.1,1,115.5,"(31.0, 126.5)"
1,0.275,0.0,1.0,0.0,0.1,1,115.5,"(41.5, 126.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,115.5,"(50.5, 126.5)"
1,0.275,0.0,1.0,0.0,0.1,1,115.5,"(56.5, 126.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,115.5,"(61.0, 126.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,115.5,"(65.0, 126.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,115.5,"(69.0, 126.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,115.5,"(73.0, 126.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,115.5,"(77.0, 126.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,115.5,"(81.0, 126.5)"
1,0.275,0.0,1.0,0.0,0.1,1,115.5,"(85.5, 126.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,115.5,"(91.5, 126.5)"
1,0.275,0.0,1.0,0.0,0.1,1,115.5,"(100.5, 126.5)"
1,0.35,1.0,0.0,0.3,0.1,1,115.5,"(111.0, 126.5)"
1,0.75,1.0,0.0,1.0,1.0,1,120.5,"(31.0, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(41.5, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(50.5, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(56.5, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(61.0, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(65.0, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(69.0, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(73.0, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(77.0, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(81.0, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(85.5, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(91.5, 131.5)"
1,0.25,0.0,1.0,0.0,0.0,1,120.5,"(100.5, 131.5)"
1,0.75,1.0,0.0,1.0,1.0,1,120.5,"(111.0, 131.5)"
1,0.275,1.0,0.0,0.0,0.1,10,138.0,"(23.5, 149.0)"
1,0.3,1.0,0.0,0.1,0.1,1,125.5,"(31.0, 136.5)"
1,0.275,0.0,1.0,0.0,0.1,1,125.5,"(41.5, 136.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,125.5,"(50.5, 136.5)"
1,0.275,0.0,1.0,0.0,0.1,1,125.5,"(56.5, 136.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,125.5,"(61.0, 136.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,125.5,"(65.0, 136.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,125.5,"(69.0, 136.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,125.5,"(73.0, 136.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,125.5,"(77.0, 136.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,125.5,"(81.0, 136.5)"
1,0.275,0.0,1.0,0.0,0.1,1,125.5,"(85.5, 136.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,125.5,"(91.5, 136.5)"
1,0.275,0.0,1.0,0.0,0.1,1,125.5,"(100.5, 136.5)"
1,0.3,1.0,0.0,0.1,0.1,1,125.5,"(111.0, 136.5)"
1,0.275,1.0,0.0,0.0,0.1,10,138.0,"(118.5, 149.0)"
1,0.75,1.0,0.0,1.0,1.0,1,130.5,"(31.0, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(41.5, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(50.5, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(56.5, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(61.0, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(65.0, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(69.0, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(73.0, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(77.0, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(81.0, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(85.5, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(91.5, 141.5)"
1,0.25,0.0,1.0,0.0,0.0,1,130.5,"(100.5, 141.5)"
1,0.75,1.0,0.0,1.0,1.0,1,130.5,"(111.0, 141.5)"
1,0.3,1.0,0.0,0.1,0.1,1,135.5,"(31.0, 146.5)"
1,0.275,0.0,1.0,0.0,0.1,1,135.5,"(41.5, 146.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,135.5,"(50.5, 146.5)"
1,0.275,0.0,1.0,0.0,0.1,1,135.5,"(56.5, 146.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,135.5,"(61.0, 146.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,135.5,"(65.0, 146.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,135.5,"(69.0, 146.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,135.5,"(73.0, 146.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,135.5,"(77.0, 146.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,135.5,"(81.0, 146.5)"
1,0.275,0.0,1.0,0.0,0.1,1,135.5,"(85.5, 146.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,135.5,"(91.5, 146.5)"
1,0.275,0.0,1.0,0.0,0.1,1,135.5,"(100.5, 146.5)"
1,0.3,1.0,0.0,0.1,0.1,1,135.5,"(111.0, 146.5)"
1,0.75,1.0,0.0,1.0,1.0,1,140.5,"(31.0, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(41.5, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(50.5, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(56.5, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(61.0, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(65.0, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(69.0, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(73.0, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(77.0, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(81.0, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(85.5, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(91.5, 151.5)"
1,0.25,0.0,1.0,0.0,0.0,1,140.5,"(100.5, 151.5)"
1,0.75,1.0,0.0,1.0,1.0,1,140.5,"(111.0, 151.5)"
1,0.3,1.0,0.0,0.1,0.1,1,145.5,"(31.0, 156.5)"
1,0.275,0.0,1.0,0.0,0.1,1,145.5,"(41.5, 156.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,145.5,"(50.5, 156.5)"
1,0.275,0.0,1.0,0.0,0.1,1,145.5,"(56.5, 156.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,145.5,"(61.0, 156.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,145.5,"(65.0, 156.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,145.5,"(69.0, 156.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,145.5,"(73.0, 156.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,145.5,"(77.0, 156.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,145.5,"(81.0, 156.5)"
1,0.275,0.0,1.0,0.0,0.1,1,145.5,"(85.5, 156.5)"
1,0.3625,0.0,1.0,0.1,0.35,1,145.5,"(91.5, 156.5)"
1,0.275,0.0,1.0,0.0,0.1,1,145.5,"(100.5, 156.5)"
